"%EXPORT_PROF_ASCN_SYSTEM%
14564;19022;198162;640;0640-15918249;0;0;1-84/10932;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-15918289;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-15918199;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-15609954;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-16919793;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-16399900;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;640;0640-16399898;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370010;0;0;1-84/10932;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370011;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370002;0;0;1-84/10932;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370003;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370014;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370015;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370016;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370007;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370017;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370008;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15370009;0;0;1-84/10932;;1353;2018-10-15;1;1
14564;19022;198162;1276;1276-15379250;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-14932924;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-14932925;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-15904184;0;0;1-84/10932;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-15914284;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-15914308;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;1477;1477-15914529;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;1602;1602-15913940;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;1911;1911-15609952;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;1911;1911-15609953;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;1927;1927-15610723;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;1927;1927-15610724;0;0;1-84/10941;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902610;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902611;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902603;0;0;1-84/10936;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902604;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902605;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902607;0;0;1-84/10933;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902608;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15902609;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-14932900;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913950;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913941;0;0;1-84/10935;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913951;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913952;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913953;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913954;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913965;0;0;1-84/10938;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913956;0;0;1-84/10937;;1353;2018-10-15;1;1
14564;19022;198162;2094;2094-15913968;0;0;1-84/10937;;1353;2018-10-15;1;1
8091;10228;198992;640;0640-1010723;0;0;1-84/10976;;1353;2018-10-18;1;1
8091;10228;198992;640;0640-11316529;0;0;1-84/10976;;1353;2018-10-18;1;1
8091;10228;198992;640;0640-2015100216;0;0;1-84/10976;;1353;2018-10-18;1;1
14564;19022;198162;;;;;1-84/10930;;1353;;-1;1
14564;19022;198162;;;;;1-84/10931;;1353;;-1;1
14564;19022;198162;;;;;1-84/10922;;1353;;-1;1
14564;19022;198162;;;;;1-84/10923;;1353;;-1;1
14564;19022;198162;;;;;1-84/10924;;1353;;-1;1
14564;19022;198162;;;;;1-84/10925;;1353;;-1;1
14564;19022;198162;;;;;1-84/10926;;1353;;-1;1
14564;19022;198162;;;;;1-84/10927;;1353;;-1;1
14564;19022;198162;;;;;1-84/10928;;1353;;-1;1
14564;19022;198162;;;;;1-84/10929;;1353;;-1;1
10357;13264;199187;54;0054-11212453;0;0;1-84/10984;;1353;2018-10-17;1;1
10357;13264;199187;54;0054-10917571;0;0;1-84/10984;;1353;2018-10-17;1;1
10357;13264;199187;54;0054-10917592;0;0;1-84/10984;;1353;2018-10-17;1;1
10357;13264;199187;54;0054-10917573;0;0;1-84/10984;;1353;2018-10-17;1;1
10357;13264;199187;54;0054-10917589;0;0;1-84/10984;;1353;2018-10-17;1;1
10357;13264;199187;639;0639-11256777;0;0;1-84/10984;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-13340361;0;0;1-84/10971;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-13340322;0;0;1-84/10971;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-13340556;0;0;1-84/10971;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-13340386;0;0;1-84/10971;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-13340447;0;0;1-84/10971;;1353;2018-10-17;1;1
10754;13781;199367;353;0353-11298031;0;0;1-84/10971;;1353;2018-10-17;1;1
11468;14693;199454;353;0353-13922718;0;0;1-84/10972;;1353;2018-10-17;1;1
11468;14693;199454;353;0353-13353420;0;0;1-84/10972;;1353;2018-10-17;1;1
11468;14693;199454;353;0353-13353520;0;0;1-84/10972;;1353;2018-10-17;1;1
11468;14693;199454;353;0353-13353508;0;0;1-84/10972;;1353;2018-10-17;1;1
11468;14693;199454;353;0353-13353319;0;0;1-84/10972;;1353;2018-10-17;1;1
8091;10228;198992;640;0640-2015101635;0;0;1-84/10976;;1353;2018-10-18;1;1
8091;10228;198992;640;0640-2015100188;0;0;1-84/10976;;1353;2018-10-18;1;1"
